Probeset	ENTREZ	LocusLink	Symbol	IRIS_Most_Specific	Geneset_CD3TCR	Geneset_ELVIDGE_HIF1A_TARGETS_DN	Geneset_ccRCC	Geneset_Fuhrman	Geneset_Ascierto	Geneset_IMmotion150	Geneset_Merck18	Geneset_RIG1	Geneset_CM009	Geneset_Adenosine	Geneset_EMTstroma	Geneset_Javelin	Geneset_HALLMARK
79671_at	79671	LOC79671	NLRX1	NA	NA	NA	NA	NA	NA	NA	NA	cluster2	NA	NA	NA	NA	NA NA
340061_at	340061	LOC340061	TMEM173	NA	NA	NA	NA	NA	NA	NA	NA	cluster2	NA	NA	NA	NA	NA NA
7124_at	7124	LOC7124	TNF	Multiple	NA	NA	NA	NA	NA	NA	NA	cluster2	NA	NA	NA	NA	NA NA
8717_at	8717	LOC8717	TRADD	Multiple	NA	NA	NA	NA	NA	NA	NA	cluster2	NA	NA	NA	NA	NA NA
8772_at	8772	LOC8772	FADD	NA	NA	NA	NA	NA	NA	NA	NA	cluster3	NA	NA	NA	NA	NA NA
3551_at	3551	LOC3551	IKBKB	NA	NA	NA	NA	NA	NA	NA	NA	cluster3	NA	NA	NA	NA	NA NA
8517_at	8517	LOC8517	IKBKG	NA	NA	NA	NA	NA	NA	NA	NA	cluster3	NA	NA	NA	NA	NA NA
3661_at	3661	LOC3661	IRF3	NA	NA	NA	NA	NA	NA	NA	NA	cluster3	NA	NA	NA	NA	NA NA
5600_at	5600	LOC5600	MAPK11	NA	NA	NA	NA	NA	NA	NA	NA	cluster3	NA	NA	NA	NA	NA NA
57506_at	57506	LOC57506	MAVS	NA	NA	NA	NA	NA	NA	NA	NA	cluster3	NA	NA	NA	NA	NA NA
4793_at	4793	LOC4793	NFKBIB	NA	NA	NA	NA	NA	NA	NA	NA	cluster3	NA	NA	NA	NA	NA NA
55593_at	55593	LOC55593	OTUD5	NA	NA	NA	NA	NA	NA	NA	NA	cluster3	NA	NA	NA	NA	NA NA
5300_at	5300	LOC5300	PIN1	NA	NA	NA	NA	NA	NA	NA	NA	cluster3	NA	NA	NA	NA	NA NA
5970_at	5970	LOC5970	RELA	NA	NA	NA	NA	NA	NA	NA	NA	cluster3	NA	NA	NA	NA	NA NA
9755_at	9755	LOC9755	TBKBP1	NA	NA	NA	NA	NA	NA	NA	NA	cluster3	NA	NA	NA	NA	NA NA
7186_at	7186	LOC7186	TRAF2	NA	NA	NA	NA	NA	NA	NA	NA	cluster3	NA	NA	NA	NA	NA NA
3446_at	3446	LOC3446	IFNA10	NA	NA	NA	NA	NA	NA	NA	NA	unused	NA	NA	NA	NA	NA NA
3448_at	3448	LOC3448	IFNA14	NA	NA	NA	NA	NA	NA	NA	NA	unused	NA	NA	NA	NA	NA NA
3449_at	3449	LOC3449	IFNA16	NA	NA	NA	NA	NA	NA	NA	NA	unused	NA	NA	NA	NA	NA NA
3440_at	3440	LOC3440	IFNA2	NA	NA	NA	NA	NA	NA	NA	NA	unused	NA	NA	NA	NA	NA NA
3452_at	3452	LOC3452	IFNA21	NA	NA	NA	NA	NA	NA	NA	NA	unused	NA	NA	NA	NA	NA NA
3441_at	3441	LOC3441	IFNA4	NA	NA	NA	NA	NA	NA	NA	NA	unused	NA	NA	NA	NA	NA NA
3442_at	3442	LOC3442	IFNA5	NA	NA	NA	NA	NA	NA	NA	NA	unused	NA	NA	NA	NA	NA NA
3443_at	3443	LOC3443	IFNA6	NA	NA	NA	NA	NA	NA	NA	NA	unused	NA	NA	NA	NA	NA NA
3444_at	3444	LOC3444	IFNA7	NA	NA	NA	NA	NA	NA	NA	NA	unused	NA	NA	NA	NA	NA NA
3445_at	3445	LOC3445	IFNA8	NA	NA	NA	NA	NA	NA	NA	NA	unused	NA	NA	NA	NA	NA NA
56832_at	56832	LOC56832	IFNK	NA	NA	NA	NA	NA	NA	NA	NA	unused	NA	NA	NA	NA	NA NA
3467_at	3467	LOC3467	IFNW1	NA	NA	NA	NA	NA	NA	NA	NA	unused	NA	NA	NA	NA	NA NA
22903_at	22903	LOC22903	BTBD3	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
686_at	686	LOC686	BTD	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
91768_at	91768	LOC91768	CABLES1	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
256309_at	256309	LOC256309	CCDC110	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
153090_at	153090	LOC153090	DAB2IP	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
131118_at	131118	LOC131118	DNAJC19	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
9666_at	9666	LOC9666	DZIP3	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
2036_at	2036	LOC2036	EPB41L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
150864_at	150864	LOC150864	FAM117B	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
2444_at	2444	LOC2444	FRK	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
79940_at	79940	LOC79940	LINC00472	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
254013_at	254013	LOC254013	METTL20	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
57509_at	57509	LOC57509	MTUS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
4781_at	4781	LOC4781	NFIB	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
255743_at	255743	LOC255743	NPNT	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
59338_at	59338	LOC59338	PLEKHA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
51090_at	51090	LOC51090	PLLP	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
5792_at	5792	LOC5792	PTPRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
11030_at	11030	LOC11030	RBPMS	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
348093_at	348093	LOC348093	RBPMS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
220441_at	220441	LOC220441	RNF152	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
94009_at	94009	LOC94009	SERHL	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
283652_at	283652	LOC283652	SLC24A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
4090_at	4090	LOC4090	SMAD5	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
11037_at	11037	LOC11037	STON1	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
10579_at	10579	LOC10579	TACC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
157695_at	157695	LOC157695	TDRP	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
23331_at	23331	LOC23331	TTC28	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
84747_at	84747	LOC84747	UNC119B	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
58499_at	58499	LOC58499	ZNF462	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
619279_at	619279	LOC619279	ZNF704	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA	NA	NA NA
9051_at	9051	LOC9051	PSTPIP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	Javelin26	NA NA
64333_at	64333	LOC64333	ARHGAP9	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
10538_at	10538	LOC10538	BATF	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
51411_at	51411	LOC51411	BIN2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
117144_at	117144	LOC117144	CATSPER1	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
55013_at	55013	LOC55013	CCDC109B	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
145508_at	145508	LOC145508	CEP128	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
1675_at	1675	LOC1675	CFD	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
8483_at	8483	LOC8483	CILP	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
9976_at	9976	LOC9976	CLEC2B	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
79827_at	79827	LOC79827	CLMP	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
1521_at	1521	LOC1521	CTSW	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
1522_at	1522	LOC1522	CTSZ	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
27123_at	27123	LOC27123	DKK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
144455_at	144455	LOC144455	E2F7	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
79180_at	79180	LOC79180	EFHD2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
25975_at	25975	LOC25975	EGFL6	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
254102_at	254102	LOC254102	EHBP1L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
2124_at	2124	LOC2124	EVI2B	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
54757_at	54757	LOC54757	FAM20A	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
115352_at	115352	LOC115352	FCRL3	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
752_at	752	LOC752	FMNL1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
53827_at	53827	LOC53827	FXYD5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
4616_at	4616	LOC4616	GADD45B	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
115362_at	115362	LOC115362	GBP5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
9945_at	9945	LOC9945	GFPT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
10804_at	10804	LOC10804	GJB6	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
3002_at	3002	LOC3002	GZMB	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
3037_at	3037	LOC3037	HAS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
8355_at	8355	LOC8355	HIST1H3G	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
147920_at	147920	LOC147920	IGFL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
7850_at	7850	LOC7850	IL1R2	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
55196_at	55196	LOC55196	KIAA1551	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
4050_at	4050	LOC4050	LTB	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
4314_at	4314	LOC4314	MMP3	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
4542_at	4542	LOC4542	MYO1F	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
5179_at	5179	LOC5179	PENK	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
5341_at	5341	LOC5341	PLEK	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
51177_at	51177	LOC51177	PLEKHO1	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
196051_at	196051	LOC196051	PPAPDC1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
84106_at	84106	LOC84106	PRAM1	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
79037_at	79037	LOC79037	PVRIG	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
5880_at	5880	LOC5880	RAC2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
64092_at	64092	LOC64092	SAMSN1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
7356_at	7356	LOC7356	SCGB1A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
677815_at	677815	LOC677815	SNORA34	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
11262_at	11262	LOC11262	SP140	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
117289_at	117289	LOC117289	TAGAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
84203_at	84203	LOC84203	TXNDC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
7408_at	7408	LOC7408	VASP	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
7454_at	7454	LOC7454	WAS	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
94039_at	94039	LOC94039	ZNF101	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
9910_at	9910	LOC9910	RABGAP1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_up	NA	NA	NA	NA NA
929_at	929	LOC929	CD14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nano	NA	NA	NA NA
23601_at	23601	LOC23601	CLEC5A	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nano	NA	NA	NA NA
6372_at	6372	LOC6372	CXCL6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nano	NA	NA	NA NA
3552_at	3552	LOC3552	IL1A	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nano	NA	NA	NA NA
11009_at	11009	LOC11009	IL24	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nano	NA	NA	NA NA
5473_at	5473	LOC5473	PPBP	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nano	NA	NA	NA NA
7057_at	7057	LOC7057	THBS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nano	NA	NA	NA NA
51561_at	51561	LOC51561	IL23A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nano_RNAseq	NA	NA	NA NA
342510_at	342510	LOC342510	CD300E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNAseq	NA	NA	NA NA
22918_at	22918	LOC22918	CD93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNAseq	NA	NA	NA NA
1440_at	1440	LOC1440	CSF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNAseq	NA	NA	NA NA
9427_at	9427	LOC9427	ECEL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNAseq	NA	NA	NA NA
3036_at	3036	LOC3036	HAS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNAseq	NA	NA	NA NA
3624_at	3624	LOC3624	INHBA	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNAseq	NA	NA	NA NA
11240_at	11240	LOC11240	PADI2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNAseq	NA	NA	NA NA
55022_at	55022	LOC55022	PID1	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNAseq	NA	NA	NA NA
9056_at	9056	LOC9056	SLC7A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNAseq	NA	NA	NA NA
10610_at	10610	LOC10610	ST6GALNAC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNAseq	NA	NA	NA NA
5055_at	5055	LOC5055	SERPINB2	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	Short	NA	NA	NA NA
3553_at	3553	LOC3553	IL1B	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	Short_Nano	NA	NA	NA NA
6374_at	6374	LOC6374	CXCL5	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	Short_Nano_RNAseq	NA	NA	NA NA
800_at	800	LOC800	CALD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EMTstroma	NA	NA NA
2014_at	2014	LOC2014	EMP3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EMTstroma	NA	NA NA
2200_at	2200	LOC2200	FBN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EMTstroma	NA	NA NA
2316_at	2316	LOC2316	FLNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EMTstroma	NA	NA NA
2335_at	2335	LOC2335	FN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EMTstroma	NA	NA NA
2303_at	2303	LOC2303	FOXC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EMTstroma	NA	NA NA
3371_at	3371	LOC3371	TNC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EMTstroma	NA	NA NA
914_at	914	LOC914	CD2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
51744_at	51744	LOC51744	CD244	NK Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
923_at	923	LOC923	CD6	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
926_at	926	LOC926	CD8B	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
10225_at	10225	LOC10225	CD96	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
8530_at	8530	LOC8530	CST7	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
2672_at	2672	LOC2672	GFI1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
9402_at	9402	LOC9402	GRAP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
3575_at	3575	LOC3575	IL7R	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
3702_at	3702	LOC3702	ITK	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
3824_at	3824	LOC3824	KLRD1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
197358_at	197358	LOC197358	NLRC3	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
4068_at	4068	LOC4068	SH2D1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
27240_at	27240	LOC27240	SIT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
387357_at	387357	LOC387357	THEMIS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
50852_at	50852	LOC50852	TRAT1	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
3738_at	3738	LOC3738	KCNA3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Javelin26	NA NA
64844_at	64844	LOC64844	7-Mar	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1731_at	1731	LOC1731	1-Sep	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23157_at	23157	LOC23157	6-Sep	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4363_at	4363	LOC4363	ABCC1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11057_at	11057	LOC11057	ABHD2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10006_at	10006	LOC10006	ABI1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
27_at	27	LOC27	ABL2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80325_at	80325	LOC80325	ABTB1	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25841_at	25841	LOC25841	ABTB2	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9744_at	9744	LOC9744	ACAP1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23527_at	23527	LOC23527	ACAP2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
39_at	39	LOC39	ACAT2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55331_at	55331	LOC55331	ACER3	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54_at	54	LOC54	ACP5	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10097_at	10097	LOC10097	ACTR2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10096_at	10096	LOC10096	ACTR3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8038_at	8038	LOC8038	ADAM12	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6868_at	6868	LOC6868	ADAM17	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8728_at	8728	LOC8728	ADAM19	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
101_at	101	LOC101	ADAM8	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
113_at	113	LOC113	ADCY7	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83440_at	83440	LOC83440	ADPGK	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
27161_at	27161	LOC27161	AGO2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8540_at	8540	LOC8540	AGPS	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
199_at	199	LOC199	AIF1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84883_at	84883	LOC84883	AIFM2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
158067_at	158067	LOC158067	AK8	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11214_at	11214	LOC11214	AKAP13	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79647_at	79647	LOC79647	AKIRIN1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80709_at	80709	LOC80709	AKNA	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84335_at	84335	LOC84335	AKT1S1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
85365_at	85365	LOC85365	ALG2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29880_at	29880	LOC29880	ALG5	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
246_at	246	LOC246	ALOX15	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80216_at	80216	LOC80216	ALPK1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10189_at	10189	LOC10189	ALYREF	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
120425_at	120425	LOC120425	AMICA1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
270_at	270	LOC270	AMPD1	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
271_at	271	LOC271	AMPD2	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
272_at	272	LOC272	AMPD3	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
88455_at	88455	LOC88455	ANKRD13A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23243_at	23243	LOC23243	ANKRD28	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91526_at	91526	LOC91526	ANKRD44	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8125_at	8125	LOC8125	ANP32A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81611_at	81611	LOC81611	ANP32E	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8905_at	8905	LOC8905	AP1S2	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1175_at	1175	LOC1175	AP2S1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
60489_at	60489	LOC60489	APOBEC3G	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
116985_at	116985	LOC116985	ARAP1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
